ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
181,185.600006,1.188448,0.185600,3.574310,9,8,1.185467,0.200000,13.449304
182,185.800003,3.673885,1.009783,5.913224,4,1,3.531364,0.957732,7.539494
183,236.699997,4.680348,1.286413,7.533155,4,1,4.498783,1.220103,9.604941
184,73.599998,0.471281,0.073600,1.448301,9,8,0.470099,0.079310,5.379919
185,58.299999,1.152785,0.316848,1.856938,4,1,1.108065,0.300515,2.363859
186,78.099998,1.544297,0.424457,2.472937,4,1,1.484389,0.402577,3.078262
187,149.600006,2.958091,0.813044,4.736894,4,1,2.843337,0.771134,5.896390
188,128.800003,0.824742,0.128800,2.480967,9,8,0.822673,0.138793,9.089065
189,86.599998,1.712371,0.470652,2.742079,4,1,1.645943,0.446392,3.413285
190,50.200001,0.992621,0.272826,1.598941,4,1,0.954115,0.258763,2.035433
191,144.699997,1.088049,0.161496,3.353129,10,8,1.060226,0.155927,10.220962
192,70.000000,1.384133,0.380435,2.229599,4,1,1.330439,0.360825,2.838253
193,159.699997,3.157801,0.867935,5.082572,4,1,3.035301,0.823196,6.480393
194,189.800003,1.237372,0.211830,3.655194,9,8,1.186151,0.178383,13.753652
195,132.399994,0.847793,0.132400,2.550311,9,8,0.845667,0.142672,9.343106
196,2.100000,0.041524,0.011413,0.066494,4,1,0.039913,0.010825,0.082770
197,2.400000,0.047456,0.013043,0.075993,4,1,0.045615,0.012371,0.094594
198,246.100006,4.866217,1.337500,7.832317,4,1,4.677442,1.268557,9.986380
199,123.300003,0.789524,0.123300,2.375025,9,8,0.787544,0.132866,8.700945
200,139.100006,0.890696,0.139100,2.679368,9,8,0.888462,0.149892,9.815908
201,190.699997,3.770774,1.036413,6.069170,4,1,3.624495,0.982990,7.738328
202,2.400000,0.015368,0.002400,0.046220,9,8,0.015329,0.002586,0.173913
203,138.000000,0.883652,0.138000,2.658179,9,8,0.881436,0.148707,9.738283
204,2.200000,0.014343,0.002455,0.042377,9,8,0.013749,0.002068,0.155248
205,116.300003,2.299639,0.632065,3.682492,4,1,2.210429,0.599485,4.583892
206,214.300003,1.611396,0.239174,4.953407,10,8,1.570190,0.230927,15.528034
207,183.899994,1.177562,0.183900,3.541571,9,8,1.174609,0.198168,13.326114
208,56.299999,0.367039,0.062835,1.107871,9,8,0.351846,0.052914,4.115345
209,161.500000,3.193393,0.877717,5.139859,4,1,3.069512,0.832474,6.553435
210,73.699997,1.457294,0.400543,2.347449,4,1,1.400762,0.379897,2.988275
211,49.500000,0.316962,0.049500,0.974061,9,8,0.316167,0.053341,3.618288
212,133.800003,2.851696,0.806024,4.236607,4,1,2.733459,0.782456,5.273643
213,86.800003,0.652679,0.096875,2.011414,10,8,0.635989,0.093534,6.131165
214,146.000000,2.886906,0.793478,4.622905,4,1,2.774915,0.752577,5.754498
215,133.500000,2.639740,0.725543,4.227108,4,1,2.537336,0.688144,5.261819
216,2.400000,0.015368,0.002400,0.046229,9,8,0.015329,0.002586,0.169361
217,143.899994,2.845382,0.782065,4.556411,4,1,2.735002,0.741753,5.671728
218,69.000000,0.518835,0.077009,1.619211,10,8,0.505567,0.074353,5.046993
219,153.100006,3.027297,0.832065,4.872522,4,1,2.909859,0.789175,6.212575
220,181.300003,3.584905,0.985326,5.770009,4,1,3.445836,0.934536,7.356890
221,178.000000,3.519653,0.967391,5.664983,4,1,3.383115,0.917526,7.222981
222,2.200000,0.014087,0.002200,0.042368,9,8,0.014052,0.002371,0.159421
223,133.899994,2.647649,0.727717,4.239773,4,1,2.544939,0.690206,5.277584
224,250.000000,4.943333,1.358696,7.956437,4,1,4.751566,1.288660,10.144636
225,146.100006,2.888884,0.794022,4.626071,4,1,2.776816,0.753093,5.758440
226,212.600006,4.203810,1.155435,6.766155,4,1,4.040732,1.095876,8.626999
227,118.300003,0.889539,0.132031,2.741362,10,8,0.866792,0.127478,8.356185
228,183.300003,3.624452,0.996196,5.833660,4,1,3.483849,0.944845,7.438047
229,140.699997,0.917272,0.157031,2.710187,9,8,0.879302,0.132237,9.928815
230,2.500000,0.049433,0.013587,0.079159,4,1,0.047516,0.012887,0.098536
231,2.300000,0.045479,0.012500,0.072827,4,1,0.043714,0.011856,0.090653
232,163.199997,1.063957,0.182143,3.142927,9,8,1.019915,0.153383,11.826111
233,73.099998,1.557989,0.440361,2.328339,4,1,1.493392,0.427485,2.963947
234,65.099998,0.489509,0.072656,1.527690,10,8,0.476992,0.070151,4.761728
235,149.399994,2.954136,0.811956,4.730561,4,1,2.839536,0.770103,5.888507
236,127.099998,0.813856,0.127100,2.448221,9,8,0.811815,0.136961,8.969100
237,87.800003,0.660199,0.097991,2.034587,10,8,0.643316,0.094612,6.201801
238,50.299999,0.994599,0.273370,1.602126,4,1,0.956015,0.259278,2.039487
239,2.400000,0.047456,0.013043,0.076443,4,1,0.045615,0.012371,0.097312
240,159.600006,3.155824,0.867391,5.079390,4,1,3.033400,0.822680,6.476336
241,164.399994,3.250736,0.893478,5.232153,4,1,3.124630,0.847423,6.671112
242,182.600006,3.610611,0.992391,5.811382,4,1,3.470544,0.941237,7.409642
243,191.800003,3.792525,1.042391,6.104179,4,1,3.645402,0.988660,7.782965
244,135.100006,0.865082,0.135100,2.602319,9,8,0.862913,0.145582,9.533639
245,2.200000,0.043501,0.011957,0.069660,4,1,0.041814,0.011340,0.086712
246,66.099998,1.307017,0.359239,2.105379,4,1,1.256314,0.340722,2.680122
247,134.699997,0.862521,0.134700,2.594614,9,8,0.860358,0.145151,9.505411
248,128.600006,2.542851,0.698913,4.071956,4,1,2.444206,0.662887,5.068688
249,212.800003,4.207765,1.156522,6.772520,4,1,4.044533,1.096907,8.635114
250,130.100006,2.572511,0.707065,4.119452,4,1,2.472715,0.670619,5.127810
251,2.400000,0.015368,0.002400,0.046229,9,8,0.015329,0.002586,0.169361
252,183.699997,3.632361,0.998370,5.846390,4,1,3.491451,0.946907,7.454278
253,138.399994,2.736629,0.752174,4.382260,4,1,2.630467,0.713402,5.454949
254,2.400000,0.015646,0.002679,0.046229,9,8,0.014999,0.002256,0.169361
255,245.800003,4.860285,1.335870,7.822769,4,1,4.671740,1.267010,9.974206
256,74.500000,1.587828,0.448795,2.372931,4,1,1.521993,0.435673,3.020712
257,63.200001,0.404687,0.063200,1.243650,9,8,0.403672,0.068103,4.619713
258,178.199997,3.523608,0.968478,5.671349,4,1,3.386916,0.918557,7.231096
259,147.899994,2.924476,0.803804,4.683066,4,1,2.811027,0.762371,5.829385
260,134.000000,2.649626,0.728261,4.242940,4,1,2.546840,0.690722,5.281526
261,87.599998,1.732144,0.476087,2.773743,4,1,1.664949,0.451546,3.452699
262,49.299999,0.974825,0.267935,1.570275,4,1,0.937009,0.254124,1.998941
263,131.399994,0.841390,0.131400,2.531049,9,8,0.839280,0.141595,9.272539
264,2.300000,0.045479,0.012500,0.072827,4,1,0.043714,0.011856,0.090653
265,135.800003,0.869565,0.135800,2.615802,9,8,0.867384,0.146336,9.583036
266,65.400002,0.418774,0.065400,1.286941,9,8,0.417724,0.070474,4.780526
267,161.300003,3.437807,0.971687,5.133494,4,1,3.295269,0.943275,6.545319
268,179.899994,3.557222,0.977717,5.725452,4,1,3.419227,0.927320,7.300080
269,2.300000,0.045479,0.012500,0.073199,4,1,0.043714,0.011856,0.093331
270,188.899994,1.420404,0.210826,4.366302,10,8,1.384083,0.203556,13.687566
271,253.399994,5.010562,1.377174,8.064645,4,1,4.816188,1.306186,10.282603
272,149.199997,0.955369,0.149200,2.873915,9,8,0.952973,0.160776,10.528637
273,135.399994,2.677309,0.735870,4.287269,4,1,2.573448,0.697938,5.336706
274,136.000000,0.870845,0.136000,2.619655,9,8,0.868661,0.146552,9.597149
275,206.500000,4.083193,1.122283,6.572017,4,1,3.924794,1.064433,8.379469
276,119.000000,2.353026,0.646739,3.767984,4,1,2.261746,0.613402,4.690310
277,2.500000,0.049433,0.013587,0.079159,4,1,0.047516,0.012887,0.098536
278,183.600006,3.630384,0.997826,5.843208,4,1,3.489550,0.946392,7.450221
279,2.700000,0.053388,0.014674,0.085930,4,1,0.051317,0.013918,0.109562
280,73.900002,1.461249,0.401630,2.353820,4,1,1.404563,0.380928,2.996384
281,65.400002,1.293176,0.355435,2.083083,4,1,1.243010,0.337113,2.651739
282,182.600006,3.610611,0.992391,5.811382,4,1,3.470544,0.941237,7.409642
283,50.700001,0.324646,0.050700,0.997675,9,8,0.323832,0.054634,3.706004
284,135.300003,2.675332,0.735326,4.284103,4,1,2.571548,0.697423,5.332765
285,89.300003,1.765759,0.485326,2.827571,4,1,1.697260,0.460309,3.519703
286,152.899994,3.023342,0.830978,4.866157,4,1,2.906058,0.788144,6.204459
287,153.899994,3.043116,0.836413,4.897983,4,1,2.925064,0.793299,6.245038
288,125.000000,2.471666,0.679348,3.957966,4,1,2.375783,0.644330,4.926796
289,136.100006,2.691151,0.739674,4.309434,4,1,2.586753,0.701546,5.364296
290,2.300000,0.045479,0.012500,0.072827,4,1,0.043714,0.011856,0.090653
291,148.100006,2.928431,0.804891,4.689399,4,1,2.814828,0.763402,5.837269
292,69.400002,1.372269,0.377174,2.210489,4,1,1.319035,0.357732,2.813925
293,158.800003,3.140005,0.863043,5.053929,4,1,3.018195,0.818557,6.443873
294,183.399994,1.174360,0.183400,3.531942,9,8,1.171415,0.197629,13.289882
295,199.699997,3.948734,1.085326,6.355602,4,1,3.795551,1.029381,8.103535
296,191.399994,4.278653,1.153012,6.091448,4,1,4.163430,1.119298,7.766733
297,2.100000,0.013447,0.002100,0.040442,9,8,0.013413,0.002263,0.152174
298,2.400000,0.018046,0.002679,0.055474,10,8,0.017585,0.002586,0.173902
299,245.600006,4.856330,1.334783,7.816404,4,1,4.667939,1.265979,9.966091
300,137.899994,2.726742,0.749456,4.366428,4,1,2.620964,0.710825,5.435242
301,127.500000,0.831217,0.142299,2.455926,9,8,0.796809,0.119831,8.997327
302,124.900002,2.469689,0.678804,3.954800,4,1,2.373883,0.643814,4.922855
303,2.300000,0.045479,0.012500,0.072827,4,1,0.043714,0.011856,0.090653
304,184.899994,1.205427,0.206362,3.560829,9,8,1.155529,0.173778,13.398578
305,132.500000,2.619966,0.720109,4.195444,4,1,2.518330,0.682990,5.222404
306,73.400002,0.470000,0.073400,1.444365,9,8,0.468822,0.079095,5.365300
307,64.300003,1.271425,0.349457,2.048046,4,1,1.222103,0.331443,2.607138
308,168.800003,3.337738,0.917391,5.372187,4,1,3.208258,0.870103,6.849658
309,154.800003,3.060912,0.841304,4.926626,4,1,2.942170,0.797938,6.281559
310,85.599998,1.692597,0.465217,2.710415,4,1,1.626936,0.441237,3.373870
311,127.800003,0.960972,0.142634,2.961506,10,8,0.936399,0.137716,9.027222
312,50.200001,0.992621,0.272826,1.598941,4,1,0.954115,0.258763,2.035433
313,150.300003,2.971932,0.816848,4.759059,4,1,2.856642,0.774742,5.923980
314,80.599998,0.525459,0.089955,1.552531,9,8,0.503708,0.075752,5.687722
315,169.100006,3.343671,0.919022,5.381734,4,1,3.213960,0.871650,6.861832
316,190.199997,3.760888,1.033696,6.053258,4,1,3.614992,0.980412,7.718039
317,149.899994,2.964022,0.814674,4.746393,4,1,2.849039,0.772680,5.908214
318,188.500000,3.727273,1.024457,5.999154,4,1,3.582681,0.971649,7.649056
319,2.600000,0.051411,0.014130,0.082747,4,1,0.049416,0.013402,0.105504
320,2.300000,0.045479,0.012500,0.073199,4,1,0.043714,0.011856,0.093331
321,2.800000,0.017929,0.002800,0.053923,9,8,0.017884,0.003017,0.202899
322,256.600006,1.643080,0.256600,4.941637,9,8,1.638960,0.276509,18.594242
323,147.199997,2.910634,0.800000,4.660901,4,1,2.797722,0.758763,5.801795
324,134.500000,2.659513,0.730978,4.258772,4,1,2.556343,0.693299,5.301233
325,214.500000,4.241380,1.165761,6.826623,4,1,4.076844,1.105670,8.704098
326,189.600006,1.236068,0.211607,3.651342,9,8,1.184901,0.178195,13.739160
327,2.800000,0.055365,0.015217,0.089112,4,1,0.053218,0.014433,0.113620
328,122.599998,2.424210,0.666304,3.881973,4,1,2.330168,0.631959,4.832202
329,138.199997,2.732674,0.751087,4.375928,4,1,2.626666,0.712371,5.447066
330,74.300003,1.469159,0.403804,2.366561,4,1,1.412166,0.382990,3.012603
331,66.099998,1.307017,0.359239,2.105379,4,1,1.256314,0.340722,2.680122
332,164.000000,1.050137,0.164000,3.158334,9,8,1.047503,0.176724,11.884083
333,50.799999,1.004485,0.276087,1.618052,4,1,0.965518,0.261856,2.059761
334,133.000000,2.629853,0.722826,4.211276,4,1,2.527833,0.685567,5.242111
335,89.000000,1.759827,0.483696,2.818072,4,1,1.691558,0.458763,3.507879
336,172.300003,1.295583,0.192299,3.982604,10,8,1.262453,0.185668,12.484742
