ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
32,113.500000,2.068792,0.576142,3.593834,4,1,1.913719,0.561881,4.473531
33,74.199997,1.352461,0.376650,2.363375,4,1,1.251084,0.367327,3.008548
34,72.199997,1.316007,0.366497,2.299672,4,1,1.217362,0.357426,2.927455
35,6.600000,0.120300,0.033503,0.210177,4,1,0.111282,0.032673,0.262186
36,15.900000,0.289813,0.080711,0.506336,4,1,0.268089,0.078713,0.631631
37,16.100000,0.293459,0.081726,0.512705,4,1,0.271462,0.079703,0.639576
38,10.300000,0.187741,0.052284,0.328004,4,1,0.173668,0.050990,0.409170
39,10.600000,0.193209,0.053807,0.337558,4,1,0.178726,0.052475,0.421087
40,13.600000,0.247891,0.069036,0.433093,4,1,0.229309,0.067327,0.540263
41,517.799988,9.438066,2.628426,16.537644,4,1,8.730607,2.563366,19.392895
42,447.700012,8.160337,2.272589,14.298771,4,1,7.548654,2.216337,16.767477
43,112.500000,2.050565,0.571066,3.562170,4,1,1.896859,0.556931,4.434117
44,532.099976,9.698715,2.701015,16.994361,4,1,8.971719,2.634158,19.928465
45,56.700001,1.033485,0.287817,1.805975,4,1,0.956017,0.280693,2.298985
46,57.000000,1.038953,0.289340,1.815531,4,1,0.961075,0.282178,2.311149
47,57.599998,1.049889,0.292386,1.834642,4,1,0.971192,0.285149,2.335477
48,117.699997,2.145346,0.597462,3.726821,4,1,1.984535,0.582673,4.639071
49,136.800003,2.493487,0.694416,4.331599,4,1,2.306580,0.677228,5.391886
50,149.000000,2.715859,0.756345,4.717896,4,1,2.512284,0.737624,5.872741
51,112.199997,2.045097,0.569543,3.552671,4,1,1.891800,0.555446,4.422292
52,1.700000,0.030986,0.008629,0.053828,4,1,0.028664,0.008416,0.067004
53,86.500000,1.576656,0.439086,2.738913,4,1,1.458473,0.428218,3.409343
54,89.000000,1.622225,0.451777,2.818072,4,1,1.500626,0.440594,3.507879
55,26.500000,0.483022,0.134518,0.843894,4,1,0.446816,0.131188,1.052718
56,8.600000,0.156754,0.043655,0.273868,4,1,0.145004,0.042574,0.341637
57,4.000000,0.072909,0.020305,0.127380,4,1,0.067444,0.019802,0.158901
58,160.000000,2.916359,0.812183,5.092120,4,1,2.697754,0.792079,6.492567
59,7.500000,0.136704,0.038071,0.238838,4,1,0.126457,0.037129,0.297939
60,6.500000,0.118477,0.032995,0.206993,4,1,0.109596,0.032178,0.258214
61,6.300000,0.114832,0.031980,0.200624,4,1,0.106224,0.031188,0.250269
62,154.600006,2.817932,0.784772,4.920261,4,1,2.606705,0.765347,6.273443
63,74.099998,1.350639,0.376142,2.360190,4,1,1.249397,0.366832,3.004493
64,2.200000,0.040100,0.011168,0.070073,4,1,0.037094,0.010891,0.089202
65,152.899994,2.786945,0.776142,4.866157,4,1,2.578041,0.756931,6.204459
66,72.300003,1.317830,0.367005,2.302858,4,1,1.219048,0.357921,2.931510
67,190.000000,3.463176,0.964467,6.046892,4,1,3.203583,0.940594,7.709923
68,123.199997,2.245596,0.625381,3.900972,4,1,2.077271,0.609901,4.855850
69,214.699997,3.913389,1.089848,6.832988,4,1,3.620049,1.062871,8.712213
70,13.100000,0.238777,0.066497,0.417170,4,1,0.220879,0.064851,0.520400
71,2.000000,0.036454,0.010152,0.063690,4,1,0.033722,0.009901,0.079450
72,186.000000,3.390267,0.944162,5.919589,4,1,3.136139,0.920792,7.547609
73,119.900002,2.185446,0.608629,3.796481,4,1,2.021630,0.593564,4.725783
74,123.300003,2.247419,0.625888,3.904138,4,1,2.078957,0.610396,4.859792
75,51.200001,0.933235,0.259898,1.630793,4,1,0.863281,0.253465,2.075979
76,73.099998,1.332411,0.371066,2.328339,4,1,1.232536,0.361881,2.963947
77,7.600000,0.138527,0.038579,0.242022,4,1,0.128143,0.037624,0.301912
78,63.900002,1.164721,0.324365,2.035306,4,1,1.077416,0.316337,2.590919
79,1.800000,0.032809,0.009137,0.057333,4,1,0.030350,0.008911,0.072984
80,85.300003,1.554784,0.432995,2.700916,4,1,1.438240,0.422277,3.362046
81,118.500000,2.159928,0.601523,3.752152,4,1,1.998024,0.586634,4.670603
82,164.399994,2.996559,0.834518,5.232153,4,1,2.771942,0.813861,6.671112
83,2.300000,0.041923,0.011675,0.073199,4,1,0.038780,0.011386,0.093331
84,160.300003,2.921827,0.813706,5.101668,4,1,2.702813,0.793564,6.504741
85,71.000000,1.294134,0.360406,2.261451,4,1,1.197128,0.351485,2.878799
86,191.399994,3.488694,0.971574,6.091448,4,1,3.227189,0.947525,7.766733
87,124.199997,2.263823,0.630457,3.932635,4,1,2.094132,0.614851,4.895265
88,214.600006,3.911566,1.089340,6.829806,4,1,3.618363,1.062376,8.708156
89,122.099998,2.225546,0.619797,3.866142,4,1,2.058724,0.604455,4.812495
90,2.100000,0.038277,0.010660,0.066494,4,1,0.035408,0.010396,0.082770
91,193.399994,3.525149,0.981726,6.155100,4,1,3.260910,0.957426,7.847890
92,121.599998,2.216433,0.617259,3.850310,4,1,2.050293,0.601980,4.792788
93,199.199997,3.630867,1.011167,6.339689,4,1,3.358704,0.986139,8.083246
94,70.199997,1.279552,0.356345,2.235969,4,1,1.183640,0.347525,2.846362
95,51.400002,0.936880,0.260914,1.637163,4,1,0.866654,0.254455,2.084089
96,62.700001,1.142848,0.318274,1.997084,4,1,1.057182,0.310396,2.542264
97,135.899994,2.477082,0.689848,4.303101,4,1,2.291405,0.672772,5.356413
98,73.099998,1.332411,0.371066,2.328339,4,1,1.232536,0.361881,2.963947
99,161.300003,2.940054,0.818782,5.133494,4,1,2.719674,0.798515,6.545319
100,73.699997,1.343348,0.374112,2.347449,4,1,1.242653,0.364851,2.988275
101,188.300003,3.432190,0.955838,5.992789,4,1,3.174920,0.932178,7.640940
102,2.200000,0.040100,0.011168,0.070017,4,1,0.037094,0.010891,0.089273
103,155.699997,2.837982,0.790355,4.955269,4,1,2.625252,0.770792,6.318079
104,121.099998,2.207319,0.614721,3.834478,4,1,2.041863,0.599505,4.773080
105,187.199997,3.412140,0.950254,5.957780,4,1,3.156373,0.926733,7.596303
106,213.899994,3.898807,1.085787,6.807528,4,1,3.606560,1.058911,8.679750
107,52.099998,0.949639,0.264467,1.659459,4,1,0.878456,0.257921,2.112471
108,131.199997,2.391414,0.665990,4.154281,4,1,2.212158,0.649505,5.171165
109,2.100000,0.038277,0.010660,0.066494,4,1,0.035408,0.010396,0.082770
110,191.500000,3.490517,0.972081,6.094631,4,1,3.228875,0.948020,7.770791
111,121.000000,2.205496,0.614213,3.831311,4,1,2.040177,0.599010,4.769139
112,49.400002,0.900426,0.250761,1.573460,4,1,0.832932,0.244554,2.002996
113,137.300003,2.502600,0.696954,4.347430,4,1,2.315010,0.679703,5.411593
114,72.300003,1.317830,0.367005,2.302858,4,1,1.219048,0.357921,2.931510
115,73.800003,1.345171,0.374619,2.350635,4,1,1.244339,0.365347,2.992330
116,32.299999,0.588740,0.163959,1.028801,4,1,0.544609,0.159901,1.309651
117,17.200001,0.313509,0.087310,0.547735,4,1,0.290009,0.085149,0.683274
118,266.700012,4.861206,1.353807,8.487928,4,1,4.496819,1.320297,10.822298
119,243.300003,4.434688,1.235025,7.743205,4,1,4.102273,1.204455,9.872760
120,11.900000,0.216904,0.060406,0.378956,4,1,0.200645,0.058911,0.472730
121,120.500000,2.196383,0.611675,3.815480,4,1,2.031746,0.596535,4.749432
122,2.400000,0.043745,0.012183,0.075993,4,1,0.040466,0.011881,0.094594
123,152.199997,2.774186,0.772589,4.843879,4,1,2.566239,0.753465,6.176054
124,157.100006,2.863500,0.797462,4.999825,4,1,2.648858,0.777723,6.374889
125,189.500000,3.454062,0.961929,6.030980,4,1,3.195153,0.938119,7.689634
126,121.400002,2.212787,0.616244,3.843977,4,1,2.046921,0.600990,4.784905
127,196.399994,3.579830,0.996954,6.250577,4,1,3.311493,0.972277,7.969626
128,2.100000,0.038277,0.010660,0.066834,4,1,0.035408,0.010396,0.085215
129,68.800003,1.254034,0.349239,2.191378,4,1,1.160034,0.340594,2.789597
130,247.000000,4.502129,1.253807,7.860960,4,1,4.164658,1.222772,10.022900
131,2.200000,0.040100,0.011168,0.070017,4,1,0.037094,0.010891,0.089273
132,133.300003,2.429691,0.676650,4.220775,4,1,2.247567,0.659901,5.253936
133,191.699997,3.494162,0.973096,6.100996,4,1,3.232247,0.949010,7.778907
134,2.100000,0.038277,0.010660,0.066834,4,1,0.035408,0.010396,0.085215
135,213.199997,3.886048,1.082233,6.785250,4,1,3.594758,1.055446,8.651345
136,124.099998,2.262001,0.629949,3.929469,4,1,2.092446,0.614356,4.891323
137,138.199997,2.519005,0.701523,4.375928,4,1,2.330185,0.684158,5.447066
138,52.299999,0.953285,0.265482,1.665829,4,1,0.881828,0.258911,2.120580
139,48.599998,0.885844,0.246700,1.547979,4,1,0.819443,0.240594,1.970558
140,146.500000,2.670291,0.743655,4.638737,4,1,2.470131,0.725248,5.774205
141,70.500000,1.285021,0.357868,2.245525,4,1,1.188698,0.349010,2.858526
142,74.300003,1.354284,0.377157,2.366561,4,1,1.252770,0.367822,3.012603
143,51.700001,0.942348,0.262437,1.646718,4,1,0.871712,0.255941,2.096252
144,2.500000,0.045568,0.012690,0.079629,4,1,0.042152,0.012376,0.101366
145,154.600006,2.817932,0.784772,4.920261,4,1,2.606705,0.765347,6.273443
146,67.800003,1.235807,0.344162,2.159526,4,1,1.143173,0.335644,2.749051
147,158.300003,2.885373,0.803553,5.038016,4,1,2.669091,0.783663,6.423584
148,192.300003,3.505099,0.976142,6.120092,4,1,3.242364,0.951980,7.803254
149,132.699997,2.418755,0.673604,4.201777,4,1,2.237450,0.656931,5.230287
150,2.200000,0.040100,0.011168,0.069660,4,1,0.037094,0.010891,0.086712
151,124.599998,2.271114,0.632487,3.945301,4,1,2.100876,0.616832,4.911031
152,227.000000,4.137584,1.152284,7.224445,4,1,3.827439,1.123762,9.211329
153,134.500000,2.451564,0.682741,4.258772,4,1,2.267800,0.665842,5.301233
154,212.800003,3.878757,1.080203,6.772520,4,1,3.588013,1.053465,8.635114
155,124.400002,2.267469,0.631472,3.938968,4,1,2.097504,0.615842,4.903148
156,2.300000,0.041923,0.011675,0.072827,4,1,0.038780,0.011386,0.090653
157,188.600006,3.437658,0.957360,6.002337,4,1,3.179978,0.933663,7.653114
158,184.800003,3.368394,0.938071,5.881399,4,1,3.115906,0.914852,7.498915
159,133.800003,2.438805,0.679188,4.236607,4,1,2.255997,0.662376,5.273643
160,2.200000,0.040100,0.011168,0.069660,4,1,0.037094,0.010891,0.086712
161,67.099998,1.223048,0.340609,2.137230,4,1,1.131371,0.332178,2.720668
162,74.199997,1.352461,0.376650,2.363375,4,1,1.251084,0.367327,3.008548
163,50.299999,0.916830,0.255330,1.602126,4,1,0.848107,0.249010,2.039487
164,146.800003,2.675759,0.745178,4.648236,4,1,2.475190,0.726733,5.786030
165,67.400002,1.228516,0.342132,2.146786,4,1,1.136429,0.333663,2.732832
166,80.699997,1.470938,0.409645,2.555263,4,1,1.360680,0.399505,3.180740
167,73.800003,1.345171,0.374619,2.350635,4,1,1.244339,0.365347,2.992330
168,2.400000,0.043745,0.012183,0.076443,4,1,0.040466,0.011881,0.097312
169,149.300003,2.721327,0.757868,4.727395,4,1,2.517342,0.739109,5.884566
170,154.199997,2.810641,0.782741,4.907531,4,1,2.599961,0.763366,6.257211
171,184.000000,3.353813,0.934010,5.855938,4,1,3.102417,0.910891,7.466452
172,134.600006,2.453387,0.683249,4.261938,4,1,2.269486,0.666337,5.305175
173,2.300000,0.041923,0.011675,0.072827,4,1,0.038780,0.011386,0.090653
174,2.500000,0.045568,0.012690,0.079159,4,1,0.042152,0.012376,0.098536
175,139.399994,2.540877,0.707614,4.413924,4,1,2.350418,0.690099,5.494363
176,140.699997,2.564573,0.714213,4.455087,4,1,2.372338,0.696535,5.545602
177,116.099998,2.116183,0.589340,3.676159,4,1,1.957558,0.574752,4.576008
178,213.199997,3.886048,1.082233,6.785250,4,1,3.594758,1.055446,8.651345
179,132.199997,2.409641,0.671066,4.185945,4,1,2.229019,0.654455,5.210580
180,2.400000,0.043745,0.012183,0.075993,4,1,0.040466,0.011881,0.094594
181,185.600006,3.382976,0.942132,5.906859,4,1,3.129395,0.918812,7.531378
182,185.800003,3.386622,0.943147,5.913224,4,1,3.132767,0.919802,7.539494
183,236.699997,4.314388,1.201523,7.533155,4,1,3.990990,1.171782,9.604941
184,73.599998,1.341525,0.373604,2.344264,4,1,1.240967,0.364356,2.984220
185,58.299999,1.062648,0.295939,1.856938,4,1,0.982994,0.288614,2.363859
186,78.099998,1.423548,0.396447,2.472937,4,1,1.316841,0.386634,3.078262
187,149.600006,2.726796,0.759391,4.736894,4,1,2.522400,0.740594,5.896390
188,128.800003,2.347669,0.653807,4.078289,4,1,2.171692,0.637624,5.076571
189,86.599998,1.578479,0.439594,2.742079,4,1,1.460160,0.428713,3.413285
190,50.200001,0.915008,0.254822,1.598941,4,1,0.846420,0.248515,2.035433
191,144.699997,2.637482,0.734518,4.581742,4,1,2.439782,0.716337,5.703259
192,70.000000,1.275907,0.355330,2.229599,4,1,1.180268,0.346535,2.838253
193,159.699997,2.910891,0.810660,5.082572,4,1,2.692696,0.790594,6.480393
194,189.800003,3.459531,0.963452,6.040527,4,1,3.200211,0.939604,7.701808
195,132.399994,2.413287,0.672081,4.192278,4,1,2.232392,0.655446,5.218463
196,2.100000,0.038277,0.010660,0.066494,4,1,0.035408,0.010396,0.082770
197,2.400000,0.043745,0.012183,0.075993,4,1,0.040466,0.011881,0.094594
198,246.100006,4.485724,1.249239,7.832317,4,1,4.149483,1.218317,9.986380
199,123.300003,2.247419,0.625888,3.904138,4,1,2.078957,0.610396,4.859792
200,139.100006,2.535410,0.706091,4.404425,4,1,2.345360,0.688614,5.482539
201,190.699997,3.475935,0.968020,6.069170,4,1,3.215386,0.944059,7.738328
202,2.400000,0.043745,0.012183,0.076382,4,1,0.040466,0.011881,0.097389
203,138.000000,2.515359,0.700508,4.369595,4,1,2.326813,0.683168,5.439183
204,2.200000,0.040100,0.011168,0.069660,4,1,0.037094,0.010891,0.086712
205,116.300003,2.119828,0.590355,3.682492,4,1,1.960930,0.575743,4.583892
206,214.300003,3.906098,1.087817,6.820258,4,1,3.613305,1.060891,8.695982
207,183.899994,3.351990,0.933503,5.852755,4,1,3.100731,0.910396,7.462394
208,56.299999,1.026194,0.285787,1.793235,4,1,0.949272,0.278713,2.282766
209,161.500000,2.943700,0.819797,5.139859,4,1,2.723046,0.799505,6.553435
210,73.699997,1.343348,0.374112,2.347449,4,1,1.242653,0.364851,2.988275
211,49.500000,0.902248,0.251269,1.576645,4,1,0.834618,0.245050,2.007050
212,133.800003,2.438805,0.679188,4.236607,4,1,2.255997,0.662376,5.273643
213,86.800003,1.582125,0.440609,2.748412,4,1,1.463532,0.429703,3.421168
214,146.000000,2.661177,0.741117,4.622905,4,1,2.461701,0.722772,5.754498
215,133.500000,2.433337,0.677665,4.227108,4,1,2.250939,0.660891,5.261819
216,2.400000,0.043745,0.012183,0.075993,4,1,0.040466,0.011881,0.094594
217,143.899994,2.622900,0.730457,4.556411,4,1,2.426293,0.712376,5.671728
218,69.000000,1.257680,0.350254,2.197748,4,1,1.163407,0.341584,2.797706
219,153.100006,2.790591,0.777157,4.872522,4,1,2.581414,0.757921,6.212575
220,181.300003,3.304599,0.920305,5.770009,4,1,3.056893,0.897525,7.356890
221,178.000000,3.244449,0.903553,5.664983,4,1,3.001252,0.881188,7.222981
222,2.200000,0.040100,0.011168,0.070017,4,1,0.037094,0.010891,0.089273
223,133.899994,2.440628,0.679695,4.239773,4,1,2.257683,0.662871,5.277584
224,250.000000,4.556811,1.269036,7.956437,4,1,4.215241,1.237624,10.144636
225,146.100006,2.663000,0.741624,4.626071,4,1,2.463387,0.723267,5.758440
226,212.600006,3.875112,1.079188,6.766155,4,1,3.584641,1.052475,8.626999
227,118.300003,2.156283,0.600508,3.745820,4,1,1.994652,0.585644,4.662720
228,183.300003,3.341054,0.930457,5.833660,4,1,3.090615,0.907426,7.438047
229,140.699997,2.564573,0.714213,4.455087,4,1,2.372338,0.696535,5.545602
230,2.500000,0.045568,0.012690,0.079159,4,1,0.042152,0.012376,0.098536
231,2.300000,0.041923,0.011675,0.072827,4,1,0.038780,0.011386,0.090653
232,163.199997,2.974686,0.828426,5.193962,4,1,2.751709,0.807921,6.622418
233,73.099998,1.332411,0.371066,2.328339,4,1,1.232536,0.361881,2.963947
234,65.099998,1.186593,0.330457,2.073527,4,1,1.097649,0.322277,2.639575
235,149.399994,2.723150,0.758376,4.730561,4,1,2.519028,0.739604,5.888507
236,127.099998,2.316682,0.645178,4.024460,4,1,2.143029,0.629208,5.009567
237,87.800003,1.600352,0.445685,2.780076,4,1,1.480393,0.434653,3.460582
238,50.299999,0.916830,0.255330,1.602126,4,1,0.848107,0.249010,2.039487
239,2.400000,0.043745,0.012183,0.076443,4,1,0.040466,0.011881,0.097312
240,159.600006,2.909068,0.810152,5.079390,4,1,2.691010,0.790099,6.476336
241,164.399994,2.996559,0.834518,5.232153,4,1,2.771942,0.813861,6.671112
242,182.600006,3.328295,0.926904,5.811382,4,1,3.078812,0.903960,7.409642
243,191.800003,3.495985,0.973604,6.104179,4,1,3.233933,0.949505,7.782965
244,135.100006,2.462501,0.685787,4.277770,4,1,2.277916,0.668812,5.324882
245,2.200000,0.040100,0.011168,0.069660,4,1,0.037094,0.010891,0.086712
246,66.099998,1.204821,0.335533,2.105379,4,1,1.114510,0.327228,2.680122
247,134.699997,2.455209,0.683756,4.265105,4,1,2.271172,0.666832,5.309116
248,128.600006,2.344023,0.652792,4.071956,4,1,2.168320,0.636634,5.068688
249,212.800003,3.878757,1.080203,6.772520,4,1,3.588013,1.053465,8.635114
250,130.100006,2.371364,0.660406,4.119452,4,1,2.193612,0.644059,5.127810
251,2.400000,0.043745,0.012183,0.075993,4,1,0.040466,0.011881,0.094594
252,183.699997,3.348344,0.932487,5.846390,4,1,3.097359,0.909406,7.454278
253,138.399994,2.522650,0.702538,4.382260,4,1,2.333557,0.685148,5.454949
254,2.400000,0.043745,0.012183,0.075993,4,1,0.040466,0.011881,0.094594
255,245.800003,4.480256,1.247716,7.822769,4,1,4.144425,1.216832,9.974206
256,74.500000,1.357930,0.378173,2.372931,4,1,1.256142,0.368812,3.020712
257,63.200001,1.151962,0.320812,2.013010,4,1,1.065613,0.312871,2.562537
258,178.199997,3.248095,0.904569,5.671349,4,1,3.004624,0.882178,7.231096
259,147.899994,2.695809,0.750761,4.683066,4,1,2.493737,0.732178,5.829385
260,134.000000,2.442450,0.680203,4.242940,4,1,2.259369,0.663366,5.281526
261,87.599998,1.596706,0.444670,2.773743,4,1,1.477020,0.433663,3.452699
262,49.299999,0.898603,0.250254,1.570275,4,1,0.831246,0.244059,1.998941
263,131.399994,2.395060,0.667005,4.160614,4,1,2.215531,0.650495,5.179048
264,2.300000,0.041923,0.011675,0.072827,4,1,0.038780,0.011386,0.090653
265,135.800003,2.475260,0.689340,4.299935,4,1,2.289719,0.672277,5.352472
266,65.400002,1.192062,0.331980,2.083083,4,1,1.102707,0.323762,2.651739
267,161.300003,2.940054,0.818782,5.133494,4,1,2.719674,0.798515,6.545319
268,179.899994,3.279081,0.913198,5.725452,4,1,3.033287,0.890594,7.300080
269,2.300000,0.041923,0.011675,0.073199,4,1,0.038780,0.011386,0.093331
270,188.899994,3.443126,0.958883,6.011884,4,1,3.185036,0.935148,7.665287
271,253.399994,4.618783,1.286294,8.064645,4,1,4.272568,1.254455,10.282603
272,149.199997,2.719504,0.757360,4.724229,4,1,2.515656,0.738614,5.880624
273,135.399994,2.467968,0.687310,4.287269,4,1,2.282974,0.670297,5.336706
274,136.000000,2.478905,0.690355,4.306267,4,1,2.293091,0.673267,5.360355
275,206.500000,3.763926,1.048223,6.572017,4,1,3.481789,1.022277,8.379469
276,119.000000,2.169042,0.604061,3.767984,4,1,2.006455,0.589109,4.690310
277,2.500000,0.045568,0.012690,0.079159,4,1,0.042152,0.012376,0.098536
278,183.600006,3.346522,0.931980,5.843208,4,1,3.095673,0.908911,7.450221
279,2.700000,0.049214,0.013706,0.085930,4,1,0.045525,0.013366,0.109562
280,73.900002,1.346993,0.375127,2.353820,4,1,1.246025,0.365842,2.996384
281,65.400002,1.192062,0.331980,2.083083,4,1,1.102707,0.323762,2.651739
282,182.600006,3.328295,0.926904,5.811382,4,1,3.078812,0.903960,7.409642
283,50.700001,0.924121,0.257360,1.614867,4,1,0.854851,0.250990,2.055706
284,135.300003,2.466146,0.686802,4.284103,4,1,2.281289,0.669802,5.332765
285,89.300003,1.627693,0.453300,2.827571,4,1,1.505684,0.442079,3.519703
286,152.899994,2.786945,0.776142,4.866157,4,1,2.578041,0.756931,6.204459
287,153.899994,2.805172,0.781218,4.897983,4,1,2.594902,0.761881,6.245038
288,125.000000,2.278405,0.634518,3.957966,4,1,2.107621,0.618812,4.926796
289,136.100006,2.480728,0.690863,4.309434,4,1,2.294777,0.673762,5.364296
290,2.300000,0.041923,0.011675,0.072827,4,1,0.038780,0.011386,0.090653
291,148.100006,2.699455,0.751777,4.689399,4,1,2.497109,0.733168,5.837269
292,69.400002,1.264971,0.352284,2.210489,4,1,1.170151,0.343564,2.813925
293,158.800003,2.894486,0.806091,5.053929,4,1,2.677521,0.786139,6.443873
294,183.399994,3.342876,0.930964,5.836842,4,1,3.092301,0.907921,7.442105
295,199.699997,3.639980,1.013706,6.355602,4,1,3.367135,0.988614,8.103535
296,191.399994,3.488694,0.971574,6.091448,4,1,3.227189,0.947525,7.766733
297,2.100000,0.038277,0.010660,0.066834,4,1,0.035408,0.010396,0.085215
298,2.400000,0.043745,0.012183,0.076382,4,1,0.040466,0.011881,0.097389
299,245.600006,4.476611,1.246701,7.816404,4,1,4.141053,1.215842,9.966091
300,137.899994,2.513537,0.700000,4.366428,4,1,2.325127,0.682673,5.435242
301,127.500000,2.323973,0.647208,4.037126,4,1,2.149773,0.631188,5.025332
302,124.900002,2.276583,0.634010,3.954800,4,1,2.105935,0.618317,4.922855
303,2.300000,0.041923,0.011675,0.072827,4,1,0.038780,0.011386,0.090653
304,184.899994,3.370217,0.938579,5.884581,4,1,3.117592,0.915347,7.502973
305,132.500000,2.415110,0.672589,4.195444,4,1,2.234078,0.655941,5.222404
306,73.400002,1.337880,0.372589,2.337894,4,1,1.237595,0.363366,2.976111
307,64.300003,1.172012,0.326396,2.048046,4,1,1.084160,0.318317,2.607138
308,168.800003,3.076759,0.856853,5.372187,4,1,2.846131,0.835644,6.849658
309,154.800003,2.821577,0.785787,4.926626,4,1,2.610077,0.766337,6.281559
310,85.599998,1.560252,0.434518,2.710415,4,1,1.443299,0.423762,3.373870
311,127.800003,2.329442,0.648731,4.046625,4,1,2.154831,0.632673,5.037157
312,50.200001,0.915008,0.254822,1.598941,4,1,0.846420,0.248515,2.035433
313,150.300003,2.739555,0.762944,4.759059,4,1,2.534203,0.744059,5.923980
314,80.599998,1.469116,0.409137,2.552097,4,1,1.358994,0.399010,3.176798
315,169.100006,3.082227,0.858376,5.381734,4,1,2.851189,0.837129,6.861832
316,190.199997,3.466821,0.965482,6.053258,4,1,3.206955,0.941584,7.718039
317,149.899994,2.732264,0.760914,4.746393,4,1,2.527458,0.742079,5.908214
318,188.500000,3.435835,0.956853,5.999154,4,1,3.178292,0.933168,7.649056
319,2.600000,0.047391,0.013198,0.082747,4,1,0.043839,0.012871,0.105504
320,2.300000,0.041923,0.011675,0.073199,4,1,0.038780,0.011386,0.093331
321,2.800000,0.051036,0.014213,0.089112,4,1,0.047211,0.013861,0.113620
322,256.600006,4.677110,1.302538,8.166488,4,1,4.326524,1.270297,10.412455
323,147.199997,2.683050,0.747208,4.660901,4,1,2.481934,0.728713,5.801795
324,134.500000,2.451564,0.682741,4.258772,4,1,2.267800,0.665842,5.301233
325,214.500000,3.909743,1.088832,6.826623,4,1,3.616677,1.061881,8.704098
326,189.600006,3.455885,0.962437,6.034162,4,1,3.196839,0.938614,7.693692
327,2.800000,0.051036,0.014213,0.089112,4,1,0.047211,0.013861,0.113620
328,122.599998,2.234660,0.622335,3.881973,4,1,2.067154,0.606931,4.832202
329,138.199997,2.519005,0.701523,4.375928,4,1,2.330185,0.684158,5.447066
330,74.300003,1.354284,0.377157,2.366561,4,1,1.252770,0.367822,3.012603
331,66.099998,1.204821,0.335533,2.105379,4,1,1.114510,0.327228,2.680122
332,164.000000,2.989268,0.832487,5.219423,4,1,2.765198,0.811881,6.654881
333,50.799999,0.925944,0.257868,1.618052,4,1,0.856537,0.251485,2.059761
334,133.000000,2.424223,0.675127,4.211276,4,1,2.242508,0.658416,5.242111
335,89.000000,1.622225,0.451777,2.818072,4,1,1.500626,0.440594,3.507879
336,172.300003,3.140554,0.874619,5.483577,4,1,2.905144,0.852970,6.991683
